raw_specialty,nucc_codes,Label,explain,validated_label_used,methodA_flag,methodA_overlap_unigram,methodA_overlap_bigram,methodA_uni_jaccard,methodA_bi_jaccard,methodB_flag,methodB_fwd,methodB_rev,methodB_avg,methodC_flag,methodC_cosine,green_flag
Chiropractic,111N00000X,0.8333,fuzzy match (query='chiropractic'): 'chiropractor' score=0.83,Chiropractor,1,0,0,0.0,0.0,0,0.8333,0.8333,0.8333,0,0.9515,0
Pharmacy Services,183700000X|333600000X,1.0,exact match on 'pharmacy',,,,,,,,,,,,,1
General ,208D00000X,1.0,exact match on 'general',,,,,,,,,,,,,1
ADULT HEALTH NURSE PRACTITIONER,363L00000X|363LA2200X|364SP0809X,1.0,fuzzy match (query='adult nurse'): 'nurse' score=1.00; 'nurse psychiatric mental adult' score=1.00; 'nurse adult' score=1.00,,,,,,,,,,,,,1
Geriatric Medicine Services,207PE0004X|207QG0300X|207RG0300X,1.0,fuzzy match (query='geriatric medicine'): 'medicine' score=1.00; 'family medicine geriatric medicine' score=1.00; 'internal medicine geriatric medicine' score=1.00,,,,,,,,,,,,,1
Registered Nurse CLINIC,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X|261Q00000X,1.0,exact match on 'nurse' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Surgical Oncology Services,208600000X,1.0,exact match on 'surgery',,,,,,,,,,,,,1
Clinical Laboratory hospital,291U00000X,1.0,exact match on 'laboratory',,,,,,,,,,,,,1
Pediatric Dentistry Division,1223P0221X,1.0,fuzzy match (query='pediatric dentistry'): 'dentist pediatric dentistry' score=1.00,,,,,,,,,,,,,1
MARRIAGE & FAMILY THERAPIST,106H00000X,1.0,exact match on 'marriage family therapist',,,,,,,,,,,,,1
Ophthalmology,207W00000X,1.0,exact match on 'ophthalmology' + spacing rescue,,,,,,,,,,,,,1
RADIOLOGY MOBILE CLINIC/CENTER CLINIC,261QR0208X|261Q00000X,1.0,exact match on 'radiology mobile' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dentistry dept,1223P0221X,1.0,fuzzy match (query='dentistry'): 'dentist pediatric dentistry' score=1.00,,,,,,,,,,,,,1
PEDIATRIC OPTOMETRIST - USA,152W00000X|152WP0200X,1.0,fuzzy match (query='pediatric optometrist'): 'optometrist' score=1.00; 'optometrist pediatrics' score=0.98,,,,,,,,,,,,,1
OB/GYN,207V00000X,1.0,exact match on 'obstetrics gynecology',,,,,,,,,,,,,1
Dentistry Practice,1223P0221X,1.0,fuzzy match (query='dentistry'): 'dentist pediatric dentistry' score=1.00,,,,,,,,,,,,,1
Orthopedic Surgery Service,207X00000X|208600000X|246ZX2200X,1.0,fuzzy match (query='orthopedic surgery'): 'surgery' score=1.00; 'orthopedic' score=1.00; 'orthopaedic surgery' score=0.97,,,,,,,,,,,,,1
Audiology,2355A2700X,1.0,exact match on 'audiology' + spacing rescue,,,,,,,,,,,,,1
taxi,344600000X,1.0,exact match on 'taxi',,,,,,,,,,,,,1
Anesthesiology,207L00000X,1.0,exact match on 'anesthesiology' + spacing rescue,,,,,,,,,,,,,1
Cardiology Unit,246W00000X,1.0,exact match on 'cardiology',,,,,,,,,,,,,1
PEDIATRIC-OPTOMETRIST,152W00000X|152WP0200X,1.0,fuzzy match (query='pediatric optometrist'): 'optometrist' score=1.00; 'optometrist pediatrics' score=0.98 + spacing rescue,,,,,,,,,,,,,1
Clinical ,JUNK,0.0,blank input,,,,,,,,,,,,,0
Midwife,176B00000X,1.0,exact match on 'midwife' + spacing rescue,,,,,,,,,,,,,1
Adult Health Nurse Practitioner Services,363L00000X|363LA2200X|364SP0809X,1.0,fuzzy match (query='adult nurse'): 'nurse' score=1.00; 'nurse psychiatric mental adult' score=1.00; 'nurse adult' score=1.00,,,,,,,,,,,,,1
Pain Ma,261QP3300X,1.0,fuzzy match (query='pain ma'): 'pain' score=1.00,,,,,,,,,,,,,1
Dr. Vascular Surgery,208600000X|2086S0129X|208G00000X,1.0,fuzzy match (query='vascular surgery'): 'surgery' score=1.00; 'surgery vascular surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
Anesthesiology Center,207L00000X|261Q00000X,1.0,exact match on 'anesthesiology' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
COMMUNITY HEALTH - CLINIC/CENTER,261QC1500X|261Q00000X,1.0,exact match on 'community' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Occupational Therapist Services,225X00000X,1.0,exact match on 'occupational therapist',,,,,,,,,,,,,1
IR CLINIC,2085R0204X|261QR0200X|261Q00000X,1.0,fuzzy match (query='interventional radiology'): 'radiology vascular interventional radiology' score=1.00; 'radiology' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Gastroenterology Service,163WG0100X|207RG0100X|2080P0206X,1.0,fuzzy match (query='gastroenterology'): 'internal medicine gastroenterology' score=1.00; 'pediatrics pediatric gastroenterology' score=1.00; 'nurse gastroenterology' score=1.00,,,,,,,,,,,,,1
CLINICAL LABORATORY,291U00000X,1.0,exact match on 'laboratory',,,,,,,,,,,,,1
Reproductive Endocrinology Service,163WR1000X|207VE0102X,1.0,fuzzy match (query='reproductive endocrinology'): 'obstetrics gynecology reproductive endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00,,,,,,,,,,,,,1
Audiology,2355A2700X,1.0,exact match on 'audiology' + spacing rescue,,,,,,,,,,,,,1
Ophthalmology Practice,207W00000X,1.0,exact match on 'ophthalmology',,,,,,,,,,,,,1
RADIATION ONCOLOGY,2085R0001X|261QX0200X|261QX0203X,1.0,fuzzy match (query='radiation oncology'): 'radiology radiation oncology' score=1.00; 'oncology' score=1.00; 'oncology radiation' score=1.00,,,,,,,,,,,,,1
Endocrinology Program,163WR1000X|207RE0101X|207VE0102X|2080P0205X,1.0,fuzzy match (query='endocrinology'): 'internal medicine endocrinology diabetes metabolism' score=1.00; 'obstetrics gynecology reproductive endocrinology' score=1.00; 'pediatrics pediatric endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00,,,,,,,,,,,,,1
OPTICIAN,156FX1800X,1.0,exact match on 'optician' + spacing rescue,,,,,,,,,,,,,1
PEDIATRIC 0PT0METRIST,152W00000X|152WP0200X,1.0,fuzzy match (query='pediatric optometrist'): 'optometrist' score=1.00; 'optometrist pediatrics' score=0.98,,,,,,,,,,,,,1
PHYSICAL MEDICINE & REHAB Services,207PE0004X,1.0,fuzzy match (query='medicine rehab'): 'medicine' score=1.00,,,,,,,,,,,,,1
Medical Genetics CLINIC,261QG0250X|261Q00000X,1.0,exact match on 'genetics' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dept of Family Medicine,207PE0004X|207Q00000X|207QA0000X|207QA0401X|207QA0505X,1.0,fuzzy match (query='family medicine'): 'medicine' score=1.00; 'family medicine osteopathic manipulative treatment' score=1.00; 'family medicine addiction medicine' score=1.00; 'family medicine adolescent medicine' score=1.00; 'family medicine adult medicine' score=1.00,,,,,,,,,,,,,1
Addiction Medicine Division,207LA0401X|207PE0004X|207QA0401X|207RA0401X|2083A0300X,1.0,fuzzy match (query='addiction medicine'): 'anesthesiology addiction medicine' score=1.00; 'medicine' score=1.00; 'family medicine addiction medicine' score=1.00; 'internal medicine addiction medicine' score=1.00; 'preventive medicine addiction medicine' score=1.00,,,,,,,,,,,,,1
Occupational Therapist,225X00000X,1.0,exact match on 'occupational therapist',,,,,,,,,,,,,1
Dept of Clinical Psychology,103TH0100X,0.8182,fuzzy match (query='psychology'): 'psychologist' score=0.82,Psychologist Health Service,1,0,0,0.0,0.0,1,0.4815,0.4815,0.4815,0,0.6391,0
Clinical Laboratory,291U00000X,1.0,exact match on 'laboratory',,,,,,,,,,,,,1
Occupationa,363LX0106X,0.7586,fuzzy match (query='occupationa'): 'nurse occupational' score=0.76,Nurse Practitioner Occupational Health,1,0,0,0.0,0.0,1,0.449,0.449,0.449,1,0.4101,0
Dept of IP,315D00000X,1.0,exact match on 'hospice inpatient',,,,,,,,,,,,,1
Medical Genetics Practice,261QG0250X,1.0,exact match on 'genetics',,,,,,,,,,,,,1
Speech-Language Pathologist,235Z00000X,1.0,exact match on 'speech language pathologist',,,,,,,,,,,,,1
PULMONARY MEDICINE,207PE0004X|207RP1001X,1.0,fuzzy match (query='pulmonary medicine'): 'medicine' score=1.00; 'internal medicine pulmonary disease' score=1.00,,,,,,,,,,,,,1
Oncology,261QX0200X,1.0,exact match on 'oncology' + spacing rescue,,,,,,,,,,,,,1
Midwife,176B00000X,1.0,exact match on 'midwife' + spacing rescue,,,,,,,,,,,,,1
Sleep Med,173F00000X,0.7778,fuzzy match (query='sleep med'): 'sleep phd' score=0.78,"Sleep Specialist, PhD",0,1,0,0.3333,0.0,0,0.7143,0.7143,0.7143,0,0.6264,1
Reproductive Endocrinology Division,163WR1000X|207VE0102X,1.0,fuzzy match (query='reproductive endocrinology'): 'obstetrics gynecology reproductive endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00,,,,,,,,,,,,,1
OB/GYN,207V00000X,1.0,exact match on 'obstetrics gynecology',,,,,,,,,,,,,1
Gastroenterology CLINIC,163WG0100X|207RG0100X|2080P0206X|261Q00000X,1.0,fuzzy match (query='gastroenterology'): 'internal medicine gastroenterology' score=1.00; 'pediatrics pediatric gastroenterology' score=1.00; 'nurse gastroenterology' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Clinical Laboratory,291U00000X,1.0,exact match on 'laboratory',,,,,,,,,,,,,1
Urology dept,208800000X,1.0,exact match on 'urology',,,,,,,,,,,,,1
naturopathic physician,363AM0700X,1.0,fuzzy match (query='naturopathic physician'): 'physician' score=1.00,,,,,,,,,,,,,1
SleepMedicine,207PE0004X|207QS1201X|207RS0012X|207YS0012X|2080S0012X,1.0,fuzzy match (query='sleep medicine'): 'medicine' score=1.00; 'family medicine sleep medicine' score=1.00; 'internal medicine sleep medicine' score=1.00; 'otolaryngology sleep medicine' score=1.00; 'pediatrics sleep medicine' score=1.00 + spacing rescue,,,,,,,,,,,,,1
PEDIATRIC OPTOMETRIST,152W00000X|152WP0200X,1.0,fuzzy match (query='pediatric optometrist'): 'optometrist' score=1.00; 'optometrist pediatrics' score=0.98,,,,,,,,,,,,,1
Pharmacy,183700000X|333600000X,1.0,exact match on 'pharmacy' + spacing rescue,,,,,,,,,,,,,1
Dept of RADIOLOGY MOBILE CLINIC/CENTER,261QR0208X|261Q00000X,1.0,exact match on 'radiology mobile' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Sleep Medicine CLINIC,207PE0004X|207QS1201X|207RS0012X|207YS0012X|2080S0012X|261Q00000X,1.0,fuzzy match (query='sleep medicine'): 'medicine' score=1.00; 'family medicine sleep medicine' score=1.00; 'internal medicine sleep medicine' score=1.00; 'otolaryngology sleep medicine' score=1.00; 'pediatrics sleep medicine' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Cardiology,246W00000X,1.0,exact match on 'cardiology' + spacing rescue,,,,,,,,,,,,,1
Psychiatry Service,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='psychiatry'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00,,,,,,,,,,,,,1
PublicHealth,1223D0001X|2083P0901X|213EP0504X|251K00000X|364SC1501X,1.0,fuzzy match (query='public'): 'preventive medicine public general preventive medicine' score=1.00; 'dentist dental public' score=1.00; 'nurse community public' score=1.00; 'podiatrist public medicine' score=1.00; 'public or welfare' score=1.00 + spacing rescue,,,,,,,,,,,,,1
PEDIATRIC OPTOMETRIST,152W00000X|152WP0200X,1.0,fuzzy match (query='pediatric optometrist'): 'optometrist' score=1.00; 'optometrist pediatrics' score=0.98,,,,,,,,,,,,,1
Geriatric Medicine - USA,207PE0004X|207QG0300X|207RG0300X,1.0,fuzzy match (query='geriatric medicine'): 'medicine' score=1.00; 'family medicine geriatric medicine' score=1.00; 'internal medicine geriatric medicine' score=1.00,,,,,,,,,,,,,1
Emergency Medical Technician,146L00000X|146M00000X|146N00000X,1.0,blank input + mandatory emergency/medical/technician codes appended,,,,,,,,,,,,,1
Medical Genetics Services,261QG0250X,1.0,exact match on 'genetics',,,,,,,,,,,,,1
Anesthe,207L00000X,0.6667,fuzzy match (query='anesthe'): 'anesthesiology' score=0.67,Anesthesiology,1,0,0,0.0,0.0,0,0.6667,0.6667,0.6667,1,0.37,0
Gastroenterology dept,163WG0100X|207RG0100X|2080P0206X,1.0,fuzzy match (query='gastroenterology'): 'internal medicine gastroenterology' score=1.00; 'pediatrics pediatric gastroenterology' score=1.00; 'nurse gastroenterology' score=1.00,,,,,,,,,,,,,1
Speech-Langua,2355S0801X,0.9286,fuzzy match (query='speech langua'): 'speech language' score=0.93 + spacing rescue,Specialist/Technologist Speech-Language Assistant,0,1,0,0.2,0.0,1,0.6316,0.6316,0.6316,1,0.4985,0
HOSPICE AND PALLIATIVE CARE,207LH0002X|207PH0002X|207QH0002X|207RH0002X|207VH0002X,1.0,fuzzy match (query='hospice palliative'): 'anesthesiology hospice palliative medicine' score=1.00; 'medicine hospice palliative medicine' score=1.00; 'family medicine hospice palliative medicine' score=1.00; 'internal medicine hospice palliative medicine' score=1.00; 'obstetrics gynecology hospice palliative medicine' score=1.00,,,,,,,,,,,,,1
HospiceandPalliativeCare,207LH0002X|207PH0002X|207QH0002X|207RH0002X|207VH0002X,1.0,fuzzy match (query='hospice palliative'): 'anesthesiology hospice palliative medicine' score=1.00; 'medicine hospice palliative medicine' score=1.00; 'family medicine hospice palliative medicine' score=1.00; 'internal medicine hospice palliative medicine' score=1.00; 'obstetrics gynecology hospice palliative medicine' score=1.00 + spacing rescue,,,,,,,,,,,,,1
PHYSICAL MEDICINE & REHAB Practice,207PE0004X,1.0,fuzzy match (query='medicine rehab'): 'medicine' score=1.00,,,,,,,,,,,,,1
Register,385H00000X,0.6667,fuzzy match (query='register'): 'respite' score=0.67,Respite Care,1,0,0,0.0,0.0,1,0.5,0.5,0.5,1,0.1655,0
Dentistry CLINIC,1223P0221X|261Q00000X,1.0,fuzzy match (query='dentistry'): 'dentist pediatric dentistry' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dept of Dentistry,1223P0221X,1.0,fuzzy match (query='dentistry'): 'dentist pediatric dentistry' score=1.00,,,,,,,,,,,,,1
Oncology CLINIC,261QX0200X|261Q00000X,1.0,exact match on 'oncology' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Cardiothoracic Surgery Program,208600000X|208G00000X,1.0,fuzzy match (query='cardiothoracic surgery'): 'surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
Behavioral Health Counselor hospital,101Y00000X,1.0,fuzzy match (query='behavioral counselor'): 'counselor' score=1.00,,,,,,,,,,,,,1
Registered Nurse,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X,1.0,exact match on 'nurse',,,,,,,,,,,,,1
Internal Medicine,207R00000X,1.0,exact match on 'internal medicine',,,,,,,,,,,,,1
Dept of Vascular Surgery,208600000X|2086S0129X|208G00000X,1.0,fuzzy match (query='vascular surgery'): 'surgery' score=1.00; 'surgery vascular surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
Gerontology - Nurse Practitioner,363L00000X|363LG0600X,1.0,fuzzy match (query='gerontology nurse'): 'nurse' score=1.00; 'nurse gerontology' score=1.00,,,,,,,,,,,,,1
0rthopedic Surgery,207X00000X|208600000X|246ZX2200X,1.0,fuzzy match (query='orthopedic surgery'): 'surgery' score=1.00; 'orthopedic' score=1.00; 'orthopaedic surgery' score=0.97,,,,,,,,,,,,,1
MARRIAGE & FAMILY THERAPIST,106H00000X,1.0,exact match on 'marriage family therapist',,,,,,,,,,,,,1
DERMATOLOGY,207N00000X,1.0,exact match on 'dermatology' + spacing rescue,,,,,,,,,,,,,1
Surgical Oncology,208600000X,1.0,exact match on 'surgery',,,,,,,,,,,,,1
Cardiology,246W00000X,1.0,exact match on 'cardiology' + spacing rescue,,,,,,,,,,,,,1
Occupationa,363LX0106X,0.7586,fuzzy match (query='occupationa'): 'nurse occupational' score=0.76,Nurse Practitioner Occupational Health,1,0,0,0.0,0.0,1,0.449,0.449,0.449,1,0.4101,0
PEDIATRIC OPTOMETRIST Division,152W00000X|152WP0200X,1.0,fuzzy match (query='pediatric optometrist'): 'optometrist' score=1.00; 'optometrist pediatrics' score=0.98,,,,,,,,,,,,,1
PSYCHIATRY,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='psychiatry'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Sleep Medicine dept,207PE0004X|207QS1201X|207RS0012X|207YS0012X|2080S0012X,1.0,fuzzy match (query='sleep medicine'): 'medicine' score=1.00; 'family medicine sleep medicine' score=1.00; 'internal medicine sleep medicine' score=1.00; 'otolaryngology sleep medicine' score=1.00; 'pediatrics sleep medicine' score=1.00,,,,,,,,,,,,,1
Public Health Services,1223D0001X|2083P0901X|213EP0504X|251K00000X|364SC1501X,1.0,fuzzy match (query='public'): 'preventive medicine public general preventive medicine' score=1.00; 'dentist dental public' score=1.00; 'nurse community public' score=1.00; 'podiatrist public medicine' score=1.00; 'public or welfare' score=1.00,,,,,,,,,,,,,1
Endocrinology,163WR1000X|207RE0101X|207VE0102X|2080P0205X,1.0,fuzzy match (query='endocrinology'): 'internal medicine endocrinology diabetes metabolism' score=1.00; 'obstetrics gynecology reproductive endocrinology' score=1.00; 'pediatrics pediatric endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Internal Medicine Program,207R00000X,1.0,exact match on 'internal medicine',,,,,,,,,,,,,1
FREE STANDING (RURAL HEALTH CLINIC) Services,261QR1300X|261Q00000X,1.0,fuzzy match (query='free standing rural'): 'rural' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dept of Dentistry,1223P0221X,1.0,fuzzy match (query='dentistry'): 'dentist pediatric dentistry' score=1.00,,,,,,,,,,,,,1
Gerontology - Nurse Practitioner Center,363L00000X|363LG0600X|261Q00000X,1.0,fuzzy match (query='gerontology nurse'): 'nurse' score=1.00; 'nurse gerontology' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
FREESTANDING(RURALHEALTHCLINIC),JUNK,0.4706,best fuzzy 0.47 below cutoff 0.60 (query='freestanding ruralhealthclinic'),,,,,,,,,,,,,0
Hematology,207RH0000X|207RH0003X|2080P0207X|246QH0000X,1.0,fuzzy match (query='hematology'): 'internal medicine hematology' score=1.00; 'internal medicine hematology oncology' score=1.00; 'pathology hematology' score=1.00; 'pediatrics pediatric hematology oncology' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Midwife Unit,176B00000X,1.0,exact match on 'midwife',,,,,,,,,,,,,1
Cardiology,246W00000X,1.0,exact match on 'cardiology' + spacing rescue,,,,,,,,,,,,,1
Naturopathic Physician Program,363AM0700X,1.0,fuzzy match (query='naturopathic physician'): 'physician' score=1.00,,,,,,,,,,,,,1
Oncology CLINIC,261QX0200X|261Q00000X,1.0,exact match on 'oncology' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Neurops,363L00000X,0.6667,fuzzy match (query='neurops'): 'nurse' score=0.67,Nurse Practitioner,1,0,0,0.0,0.0,1,0.32,0.32,0.32,1,0.3169,0
PEDIATRICS - USA,208000000X,1.0,exact match on 'pediatrics',,,,,,,,,,,,,1
Family Med,207Q00000X|207QA0000X|207QA0401X|207QA0505X|207QG0300X,0.75,fuzzy match (query='family med'): 'family medicine osteopathic manipulative treatment' score=0.75; 'family medicine addiction medicine' score=0.75; 'family medicine adolescent medicine' score=0.75; 'family medicine adult medicine' score=0.75; 'family medicine geriatric medicine' score=0.75,Family Medicine - Osteopathic Manipulative Treatment,0,1,0,0.5,0.0,0,0.75,0.75,0.75,0,0.6339,1
Naturopathic Physician Program,363AM0700X,1.0,fuzzy match (query='naturopathic physician'): 'physician' score=1.00,,,,,,,,,,,,,1
